id,neuron_type,neurotransmitter,role,region,x,y,z
13578,ANXXX109,GABA,inter,T1,478432.0,424568.0,517792.0
13600,CB2664,ACH,inter,DC,285728.0,262240.0,138680.0
13654,AVLP547,GLUT,inter,brain,244248.0,162248.0,295392.0
13794,PVLP021,GABA,inter,brain,286704.0,227360.0,154144.0
13815,DNpe026,ACH,motor-related,brain/VNC,372064.0,80848.0,218008.0
13825,AVLP429,ACH,inter,brain,185744.0,207352.0,175120.0
13919,CL022_b,ACH,inter,brain,219464.0,128416.0,175528.0
13995,PS181,ACH,inter,CG,279568.0,150864.0,290032.0
14017,CL022_c,ACH,inter,brain,208944.0,125112.0,186560.0
14063,AN27X003,unclear,inter,T1,401136.0,520096.0,638152.0
14091,CB3544,GABA,inter,brain,516256.0,173184.0,131792.0
14113,AN19A018,ACH,inter,T1,315632.0,382224.0,621472.0
14277,SAD099,GABA,inter,LB,390496.0,351952.0,298784.0
14379,AN04B003,ACH,inter,T1,325552.0,507824.0,665152.0
14387,DNge151,unclear,motor-related,LB,389280.0,376864.0,266624.0
14419,VP2_l2PN,ACH,inter,DC,266800.0,260736.0,122672.0
14502,ANXXX098,ACH,inter,A1,433768.0,389848.0,951568.0
14539,aMe30,GLUT,inter,brain,591672.0,116744.0,213536.0
14573,M_l2PNl23,ACH,inter,DC,258024.0,231800.0,122352.0
14600,AN12B004,GABA,inter,T3,403328.0,413576.0,950896.0
14793,DNge121,ACH,motor-related,LB,287248.0,317760.0,243216.0
14863,AN19A018,ACH,inter,A1,398528.0,350024.0,849224.0
14899,AN05B006,GABA,inter,T1,433400.0,514192.0,652680.0
15261,CB2664,ACH,inter,DC,275680.0,269616.0,132496.0
15291,AN05B099,ACH,inter,A7,410280.0,424864.0,1031632.0
15323,PVLP123,ACH,inter,brain,305680.0,202056.0,298248.0
15331,AVLP722m,ACH,inter,brain,190024.0,196296.0,180376.0
15336,CB1538,GABA,inter,TC,277744.0,316768.0,211152.0
15414,PVLP123,ACH,inter,brain,284816.0,224128.0,299184.0
15479,R8p,HIST,sensory,brain,690328.0,135200.0,190984.0
15514,AN27X013,unclear,inter,T1,375824.0,514600.0,619456.0
15559,ANXXX041,GABA,inter,T1,344232.0,430400.0,544016.0
15625,R8y,HIST,sensory,brain,712144.0,135264.0,214944.0
15639,ANXXX041,GABA,inter,T1,318264.0,389568.0,584568.0
15665,SAD064,ACH,inter,DC,268240.0,276432.0,131344.0
15733,CB3544,GABA,inter,brain,281112.0,217736.0,145568.0
15792,CL071_b,ACH,inter,brain,211480.0,166208.0,158480.0
15959,SAD014,GABA,inter,brain,274984.0,183128.0,142952.0
16338,AN12B006,unclear,inter,T3,406904.0,417232.0,968520.0
16445,PVLP123,ACH,inter,brain,304528.0,201368.0,301448.0
16459,PVLP024,GABA,inter,brain,285152.0,199104.0,135408.0
16482,PVLP123,ACH,inter,brain,470784.0,210128.0,306656.0
16542,AN19A018,ACH,inter,T2,306728.0,373296.0,727312.0
16628,LC4,ACH,inter,brain,239432.0,264944.0,227592.0
16644,CB2824,GABA,inter,TC,269264.0,312496.0,204736.0
16855,CB1932,ACH,inter,brain,293168.0,211520.0,301552.0
16931,SAD073,GABA,inter,brain,282280.0,304472.0,165344.0
16983,AN17B016,GABA,inter,T2,506264.0,369296.0,712184.0
17015,l-LNv,unclear,inter,brain,580824.0,222888.0,168560.0
17144,CL038,GLUT,inter,brain,376432.0,73920.0,132912.0
17253,AN09B007,ACH,inter,T3,349048.0,424344.0,837560.0
17284,cb_intrinsic,ACH,inter,CG,333048.0,165416.0,305144.0
17322,AN27X016,GLUT,inter,T1,371272.0,516288.0,615048.0
17416,AN05B102c,ACH,inter,A4,440320.0,409440.0,1002496.0
17527,CB0956,ACH,inter,brain,224624.0,272632.0,183624.0
17584,PVLP123,ACH,inter,brain,472024.0,206288.0,305752.0
17616,PVLP123,ACH,inter,brain,287592.0,252688.0,305136.0
17757,AN19B001,ACH,inter,T1,333336.0,365576.0,650880.0
18061,L2,ACH,inter,brain,688472.0,138688.0,204576.0
18090,CB4180,GABA,inter,brain,259104.0,185216.0,134832.0
18111,SAD021_a,GABA,inter,TC,261360.0,302344.0,218072.0
18133,AVLP040,ACH,inter,brain,213040.0,132896.0,173776.0
18455,AN17B008,GABA,inter,A2,415784.0,343088.0,923240.0
18675,L2,ACH,inter,brain,39312.0,198688.0,243312.0
18705,AVLP040,ACH,inter,brain,214432.0,135472.0,166304.0
18716,CB3245,GABA,inter,TC,269448.0,314904.0,208504.0
18919,L1,GLUT,inter,brain,689040.0,149584.0,198264.0
18940,AN05B006,GABA,inter,T2,417672.0,518936.0,710096.0
18957,AN05B099,ACH,inter,A5,427928.0,420784.0,1013984.0
18959,VP2+VC5_l2PN,ACH,inter,DC,266072.0,250416.0,127040.0
18973,MeLo2,ACH,inter,brain,609728.0,134576.0,209792.0
19634,LC4,ACH,inter,brain,246752.0,269728.0,234784.0
19656,Cm11d,ACH,inter,brain,223224.0,354848.0,242872.0
19668,SAD021_c,GABA,inter,TC,255104.0,303536.0,200016.0
19786,L2,ACH,inter,brain,689096.0,171368.0,182104.0
20046,MeVPLo2,ACH,inter,brain,593368.0,158704.0,208024.0
20269,LPLC2,ACH,inter,brain,215984.0,157872.0,269984.0
20338,CB1498,ACH,inter,brain,307360.0,297072.0,130064.0
20428,R8_unclear,HIST,sensory,brain,641360.0,133048.0,141144.0
20535,LPLC2,ACH,inter,brain,230704.0,163728.0,273936.0
20831,AN09A005,unclear,inter,T1,319408.0,384760.0,596376.0
20869,L1,GLUT,inter,brain,646792.0,145024.0,173552.0
20971,L2,ACH,inter,brain,689672.0,150304.0,195016.0
21128,AN17B008,GABA,inter,A1,370560.0,347488.0,898256.0
21151,LC4,ACH,inter,brain,255272.0,252112.0,243952.0
21155,DNg106,GABA,motor-related,MX,320424.0,362968.0,170776.0
21251,CB4173,ACH,inter,brain,184016.0,195776.0,171488.0
21320,L1,GLUT,inter,brain,690272.0,139256.0,208528.0
21336,LC4,ACH,inter,brain,214192.0,226768.0,236192.0
21415,L2,ACH,inter,brain,713824.0,134448.0,242480.0
21548,AVLP094,GABA,inter,brain,255200.0,275576.0,150192.0
21562,LPLC2,ACH,inter,brain,194368.0,151408.0,250352.0
21641,cb_intrinsic,ACH,inter,CG,327064.0,162240.0,303336.0
21804,LC4,ACH,inter,brain,218160.0,237936.0,236880.0
21813,PVLP111,GABA,inter,brain,213232.0,154048.0,276928.0
22034,LC4,ACH,inter,brain,244904.0,258088.0,229232.0
22309,CB3201,ACH,inter,brain,236720.0,279328.0,186704.0
22328,LC4,ACH,inter,brain,257696.0,274048.0,240968.0
22613,L1,GLUT,inter,brain,686776.0,171104.0,185296.0
22759,L1,GLUT,inter,brain,715056.0,138992.0,239552.0
23018,L1,GLUT,inter,brain,694832.0,151936.0,199328.0
23207,L1,GLUT,inter,brain,689464.0,144704.0,202016.0
23590,LPLC2,ACH,inter,brain,206192.0,152880.0,280424.0
23951,L1,GLUT,inter,brain,684400.0,136816.0,206112.0
23974,L2,ACH,inter,brain,26464.0,217360.0,248960.0
24115,AN19A018,ACH,inter,A2,406272.0,339200.0,924432.0
24170,L2,ACH,inter,brain,650096.0,128808.0,190544.0
