source,target,synapse_count
6451332,10955244,3.0
6451332,11144258,1.0
6451332,11605861,2.0
6451332,12840470,14.0
6451332,13206239,7.0
6451332,14333495,1.0
6451332,14818307,1.0
6451332,16386470,1.0
6451332,16442113,1.0
6451332,16848475,2.0
6451332,17244655,2.0
6494274,4780707,3.0
6494274,5118060,2.0
6494274,5874480,1.0
6494274,5938794,7.0
6494274,5963873,4.0
6494274,6494382,1.0
6494274,8069478,5.0
6494274,9447255,1.0
6494274,10958210,1.0
6494274,11348509,2.0
6494274,12476851,1.0
6494274,14451162,1.0
6494274,14818307,3.0
6494274,15343835,8.0
6494274,16098538,2.0
6494274,16442113,3.0
6494274,17047087,1.0
6494382,10018260,1.0
6494382,12299621,2.0
6494382,14319185,1.0
6494382,14818307,1.0
6494382,15343835,1.0
6494382,15766806,2.0
6494382,16978882,1.0
6494382,17047087,6.0
6494382,18566501,1.0
6597872,2439134,3.0
6597872,8034919,1.0
6597872,9083312,1.0
6597872,9848760,4.0
6597872,9983417,1.0
6597872,12475432,6.0
6597872,13199414,1.0
6597872,14451162,2.0
6597872,17176767,2.0
7026287,5321459,1.0
7026287,9083312,1.0
7026287,9848760,1.0
7026287,10702736,1.0
7026287,14000746,1.0
7026287,15741865,1.0
7026287,16475849,1.0
7026287,16978882,1.0
7026287,17016974,2.0
7026287,17047087,1.0
7026287,18062678,2.0
7092086,2797480,8.0
7092086,4134539,7.0
7092086,4279887,1.0
7092086,4422289,3.0
7092086,6143930,6.0
7092086,8177199,1.0
7092086,8203947,1.0
7092086,8262372,3.0
7092086,8340950,3.0
7092086,9447255,1.0
7092086,9747418,2.0
7092086,10540188,1.0
7092086,10543751,1.0
7092086,10955244,1.0
7092086,12138418,2.0
7092086,12336493,1.0
7092086,12476851,2.0
7092086,12745771,3.0
7092086,12839441,1.0
7092086,12840470,1.0
7092086,14133114,1.0
7092086,15825861,4.0
7092086,16444544,4.0
7092086,19611917,2.0
7187384,4134539,2.0
7187384,4635057,1.0
7187384,4926999,1.0
7187384,8262372,14.0
7187384,11017761,2.0
7187384,12475432,10.0
7187384,13199414,1.0
7187384,14082322,21.0
7187384,16868923,19.0
7187384,17016974,4.0
7187384,17147698,6.0
7388340,3946364,1.0
7388340,11017761,2.0
7388340,11329998,12.0
7388340,11409587,3.0
7388340,14000746,1.0
7388340,16089743,3.0
7480731,2204467,1.0
7480731,7694589,2.0
7480731,7952981,9.0
7480731,8111135,13.0
7480731,8118929,3.0
7480731,8340950,18.0
7480731,8700125,4.0
7480731,9567051,13.0
7480731,9927082,4.0
7480731,9940382,5.0
7480731,16087799,4.0
7480731,17414715,1.0
7483922,2204467,1.0
7483922,4721538,1.0
7483922,7952981,12.0
7483922,8111135,10.0
7483922,8340950,17.0
7483922,8700125,2.0
7483922,9567051,12.0
7483922,9927082,1.0
7483922,9940382,13.0
7483922,16087799,1.0
7582412,2439134,13.0
7582412,4279887,1.0
7582412,4391317,3.0
7582412,4422289,2.0
7582412,4637677,3.0
7582412,5118060,8.0
7582412,5874480,1.0
7582412,7952981,1.0
7582412,8177199,6.0
7582412,9445876,3.0
7582412,9447255,1.0
7582412,10540188,1.0
7582412,10958210,3.0
7582412,11193510,2.0
7582412,12476851,1.0
7582412,12840470,1.0
7582412,12948470,1.0
7582412,14333371,2.0
7582412,14461238,6.0
7582412,14818307,1.0
7582412,15825861,2.0
7582412,16087799,1.0
7582412,17420035,19.0
7582412,17962513,1.0
7582412,19611917,1.0
7582489,2439134,1.0
7582489,4391317,1.0
7582489,7026287,3.0
7582489,8034919,1.0
7582489,8118947,2.0
7582489,9083312,1.0
7582489,9141404,20.0
7582489,9409359,2.0
7582489,9445876,1.0
7582489,11017761,2.0
7582489,11018254,29.0
7582489,11600886,44.0
7582489,12138418,1.0
7582489,13199414,1.0
7582489,14000746,4.0
7582489,14313750,15.0
7582489,14451162,1.0
7582489,15741865,4.0
7582489,16089743,1.0
7582489,16442113,1.0
7582489,17016974,16.0
7582489,17047087,1.0
7582489,18062678,18.0
7582489,19271710,1.0
7582489,19611917,2.0
7694589,2204467,2.0
7694589,7952981,6.0
7694589,8111135,2.0
7694589,8118929,1.0
7694589,8177199,2.0
7694589,8340950,1.0
7694589,8700125,9.0
7694589,9567051,1.0
7694589,9940382,2.0
7694589,16087799,1.0
7694589,17414715,2.0
7952981,2204467,3.0
7952981,2439134,13.0
7952981,4279887,1.0
7952981,4391317,2.0
7952981,4422289,2.0
7952981,4780707,3.0
7952981,4926999,1.0
7952981,5118060,4.0
7952981,7694589,2.0
7952981,8111135,2.0
7952981,8177199,1.0
7952981,8262372,5.0
7952981,8340950,1.0
7952981,8398900,2.0
7952981,9567051,1.0
7952981,9747418,4.0
7952981,9927082,2.0
7952981,9983417,1.0
7952981,10955244,4.0
7952981,10958210,4.0
7952981,11144258,3.0
7952981,11193510,3.0
7952981,12138418,2.0
7952981,12840470,1.0
7952981,14461238,3.0
7952981,14818307,1.0
7952981,15825861,4.0
7952981,16045758,1.0
7952981,16087799,2.0
7952981,16089743,2.0
7952981,16098538,12.0
7952981,16848475,1.0
7952981,17244655,4.0
7952981,17420035,2.0
7952981,17962513,1.0
8034919,2439134,5.0
8034919,4228119,2.0
8034919,4391317,1.0
8034919,4473922,1.0
8034919,5321459,2.0
8034919,5874480,1.0
8034919,5938794,2.0
8034919,6597872,1.0
8034919,7026287,4.0
8034919,8118947,1.0
8034919,9015745,1.0
8034919,9078240,2.0
8034919,9083312,10.0
8034919,9141404,1.0
8034919,11013351,5.0
8034919,11018254,14.0
8034919,11409587,2.0
8034919,11600886,1.0
8034919,11703922,2.0
8034919,12138418,2.0
8034919,12299621,2.0
8034919,12475432,1.0
8034919,13197236,11.0
8034919,14000746,1.0
8034919,14313750,13.0
8034919,14540633,4.0
8034919,15343835,2.0
8034919,15741865,5.0
8034919,15825861,1.0
8034919,16089743,4.0
8034919,16475849,21.0
8034919,16823703,15.0
8034919,16868923,1.0
8034919,17013073,4.0
8034919,17047087,1.0
8034919,17176767,1.0
8034919,18062678,11.0
8069365,4422289,3.0
8069365,4721538,5.0
8069365,8177199,2.0
8069365,8203947,12.0
8069365,10018260,9.0
8069365,10540188,2.0
8069365,10596949,1.0
8069365,10875625,7.0
8069365,12138418,2.0
8069365,12476851,1.0
8069365,14461238,1.0
8069365,16444544,2.0
8069365,16445073,4.0
8069365,16978882,1.0
8069478,2797480,2.0
8069478,3712893,1.0
8069478,4637677,2.0
8069478,7582489,1.0
8069478,8203947,1.0
8069478,9015745,1.0
8069478,9409359,4.0
8069478,10018260,2.0
8069478,10702736,4.0
8069478,11004239,1.0
8069478,11257084,6.0
8069478,11329998,1.0
8069478,11348509,1.0
8069478,11543212,1.0
8069478,12476851,2.0
8069478,13199414,1.0
8069478,14319185,5.0
8069478,15343835,4.0
8069478,16978882,5.0
