source,target,synapse_count
720575940610677828,720575940630580854,74.0
720575940610677828,720575940631959097,44.0
720575940610677828,720575940632936332,7.0
720575940610677828,720575940642449909,19.0
720575940610677828,720575940644726432,103.0
720575940610677828,720575940647029044,6.0
720575940610698052,720575940624377323,11.0
720575940611343054,720575940613583001,26.0
720575940611503509,720575940630859791,5.0
720575940611503509,720575940631710604,9.0
720575940611644529,720575940610505006,12.0
720575940611644529,720575940619191966,9.0
720575940611644529,720575940627015196,13.0
720575940611644529,720575940631842360,5.0
720575940611644529,720575940632043576,11.0
720575940611756723,720575940610698052,6.0
720575940611756723,720575940611531986,5.0
720575940611756723,720575940616127931,6.0
720575940611756723,720575940616353675,11.0
720575940611756723,720575940618259269,5.0
720575940611756723,720575940620017261,6.0
720575940611756723,720575940621662332,5.0
720575940611756723,720575940621827419,6.0
720575940611756723,720575940622478349,19.0
720575940611756723,720575940624377323,36.0
720575940611756723,720575940624789652,5.0
720575940611756723,720575940625408333,9.0
720575940611756723,720575940628345610,5.0
720575940611756723,720575940628478449,9.0
720575940611756723,720575940629837563,30.0
720575940611756723,720575940629861163,5.0
720575940611756723,720575940632295751,17.0
720575940611756723,720575940633316307,12.0
720575940611756723,720575940636552805,21.0
720575940611756723,720575940640469848,18.0
720575940611772083,720575940614730914,6.0
720575940611772083,720575940640978048,34.0
720575940611772083,720575940647228468,37.0
720575940611864243,720575940605676210,21.0
720575940611864243,720575940608336514,7.0
720575940611864243,720575940609073347,12.0
720575940611864243,720575940610088883,150.0
720575940611864243,720575940610332024,15.0
720575940611864243,720575940610505006,16.0
720575940611864243,720575940611644529,64.0
720575940611864243,720575940612054425,14.0
720575940611864243,720575940615930299,49.0
720575940611864243,720575940618089851,23.0
720575940611864243,720575940619130096,6.0
720575940611864243,720575940620183973,42.0
720575940611864243,720575940620622452,15.0
720575940611864243,720575940623688119,15.0
720575940611864243,720575940625345328,5.0
720575940611864243,720575940626243614,28.0
720575940611864243,720575940627015196,21.0
720575940611864243,720575940628125339,14.0
720575940611864243,720575940628404227,55.0
720575940611864243,720575940630086698,15.0
720575940611864243,720575940631328738,110.0
720575940611864243,720575940632043576,15.0
720575940611864243,720575940635749751,5.0
720575940611864243,720575940641629344,9.0
720575940611864243,720575940649809273,9.0
